"id","name","microbe_id","species","kingdom","phylum","ncbi_tax_id","activity","gram","oxygen_requirement","created_at","updated_at","klass","order","family","genus","strain","metabolism","shape","mobility","flagella_presence","number_of_membranes","optimal_temperature","temperature_range","habitat","biotic_relationship","cell_arrangement","sporulation","energy_source","superkingdom","background","health_type","evidence_type","data_source","export","human_pathogen","genome_ids","parent_id","level"
26601,"Exophiala oligosperma","MMDBm0026601","NULL","Fungi","Ascomycota",215243,NULL,NULL,NULL,"2021-02-09 16:53:22.515161","2023-03-08 16:37:30.324911","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
26615,"Exophiala spinifera","MMDBm0026615","NULL","Fungi","Ascomycota",91928,NULL,NULL,NULL,"2021-02-09 16:53:23.094195","2023-03-08 16:37:30.347728","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
26617,"Exophiala xenobiotica","MMDBm0026617","NULL","Fungi","Ascomycota",348802,NULL,NULL,NULL,"2021-02-09 16:53:23.205209","2023-03-08 16:37:30.368986","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
26805,"Fonsecaea erecta","MMDBm0026805","NULL","Fungi","Ascomycota",1367422,NULL,NULL,NULL,"2021-02-09 16:53:33.172355","2023-03-08 16:37:30.407224","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Fonsecaea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
27016,"Rhinocladiella mackenziei","MMDBm0027016","NULL","Fungi","Ascomycota",86056,NULL,NULL,NULL,"2021-02-09 16:53:39.701063","2023-03-08 16:37:33.082874","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28531,"Aspergillus brevipes","MMDBm0028531","NULL","Fungi","Ascomycota",75551,NULL,NULL,NULL,"2021-02-09 16:54:35.859671","2023-03-08 16:37:28.636808","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28543,"Aspergillus campestris","MMDBm0028543","NULL","Fungi","Ascomycota",41068,NULL,NULL,NULL,"2021-02-09 16:54:36.195063","2023-03-08 16:37:28.672048","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28778,"Aspergillus nomiae","MMDBm0028778","Aspergillus nomiae","Fungi","Ascomycota",41061,NULL,NULL,NULL,"2021-02-09 16:54:43.989659","2023-03-08 16:37:28.840196","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28870,"Aspergillus rugulosus","MMDBm0028870","Aspergillus rugulosus","Fungi","Ascomycota",41736,NULL,NULL,NULL,"2021-02-09 16:54:46.520085","2023-03-08 16:37:28.879164","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28923,"Aspergillus aculeatus","MMDBm0028923","NULL","Fungi","Ascomycota",5053,NULL,NULL,NULL,"2021-02-09 16:54:48.256492","2023-03-08 16:37:28.611478","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28933,"Aspergillus flavus","MMDBm0028933","Aspergillus flavus","Fungi","Ascomycota",5059,NULL,NULL,NULL,"2021-02-09 16:54:48.799135","2023-03-08 16:37:28.753695","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28950,"Aspergillus niger","MMDBm0028950","Aspergillus niger","Fungi","Ascomycota",5061,NULL,NULL,NULL,"2021-02-09 16:54:49.244699","2023-03-08 16:37:28.824410","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,"2773; 2774; 2775; 2776; 2777; 2778; 2779; 2780; 2781; 2782; 2783; 2784; 2785; 2786; 2787; 2788; 2789; 2790; 2791",NULL,NULL
28973,"Aspergillus oryzae","MMDBm0028973","Aspergillus oryzae","Fungi","Ascomycota",5062,NULL,NULL,NULL,"2021-02-09 16:54:49.898553","2023-03-08 16:37:28.863431","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28992,"Aspergillus terreus","MMDBm0028992","Aspergillus terreus","Fungi","Ascomycota",33178,NULL,NULL,NULL,"2021-02-09 16:54:50.447210","2023-03-08 16:37:28.920197","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
29013,"Aspergillus clavatus","MMDBm0029013","NULL","Fungi","Ascomycota",5057,NULL,NULL,NULL,"2021-02-09 16:54:51.019566","2023-03-08 16:37:28.707025","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
29016,"Aspergillus fischeri","MMDBm0029016","NULL","Fungi","Ascomycota",36630,NULL,NULL,NULL,"2021-02-09 16:54:51.099059","2023-03-08 16:37:28.722087","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
29022,"Aspergillus fumigatus","MMDBm0029022","Aspergillus fumigatus","Fungi","Ascomycota",746128,NULL,NULL,NULL,"2021-02-09 16:54:51.276808","2023-03-08 16:37:28.772357","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
29061,"Aspergillus nidulans","MMDBm0029061","Aspergillus nidulans","Fungi","Ascomycota",162425,NULL,NULL,NULL,"2021-02-09 16:54:52.351428","2023-03-08 16:37:28.797331","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
29073,"Aspergillus sydowii","MMDBm0029073",NULL,"Fungi","Ascomycota",75750,NULL,NULL,NULL,"2021-02-09 16:54:52.686647","2023-03-08 16:37:28.904122","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
29075,"Aspergillus versicolor","MMDBm0029075","Aspergillus versicolor","Fungi","Ascomycota",46472,NULL,NULL,NULL,"2021-02-09 16:54:52.759482","2022-08-29 16:05:04.607053","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,2123,NULL,NULL
31133,"Penicillium camemberti","MMDBm0031133","NULL","Fungi","Ascomycota",5075,NULL,NULL,NULL,"2021-02-09 16:56:15.048953","2023-03-08 16:37:32.410243","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31170,"Penicillium chrysogenum","MMDBm0031170","Penicillium chrysogenum","Fungi","Ascomycota",5076,NULL,NULL,NULL,"2021-02-09 16:56:16.439558","2023-03-08 16:37:32.423510","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,"1170; 1171; 1172; 1173; 1174",NULL,NULL
31264,"Penicillium digitatum","MMDBm0031264","NULL","Fungi","Ascomycota",36651,NULL,NULL,NULL,"2021-02-09 16:56:19.390700","2023-03-08 16:37:32.437108","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31291,"Penicillium expansum","MMDBm0031291","Penicillium expansum","Fungi","Ascomycota",27334,NULL,NULL,NULL,"2021-02-09 16:56:20.298827","2023-03-08 16:37:32.449118","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31480,"Penicillium miczynskii","MMDBm0031480",NULL,"Fungi","Ascomycota",36645,NULL,NULL,NULL,"2021-02-09 16:56:27.260665","2023-03-08 16:37:32.469261","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31505,"Penicillium nordicum","MMDBm0031505","NULL","Fungi","Ascomycota",229535,NULL,NULL,NULL,"2021-02-09 16:56:28.019625","2023-03-08 16:37:32.497905","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31623,"Penicillium roqueforti","MMDBm0031623","Penicillium roqueforti","Fungi","Ascomycota",5082,NULL,NULL,NULL,"2021-02-09 16:56:31.661869","2023-03-08 16:37:32.543739","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31679,"Penicillium spinulosum","MMDBm0031679",NULL,"Fungi","Ascomycota",63822,NULL,NULL,NULL,"2021-02-09 16:56:33.439473","2023-03-08 16:37:32.612995","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31778,"Penicillium sp.","MMDBm0031778","NULL","Fungi","Ascomycota",5081,NULL,NULL,NULL,"2021-02-09 16:56:36.473043","2023-03-08 16:37:32.577967","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
35525,"Rasamsonia emersonii","MMDBm0035525","Rasamsonia emersonii","Fungi","Ascomycota",68825,NULL,NULL,NULL,"2021-02-09 16:58:44.313869","2023-03-08 16:37:33.049732","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
35696,"Talaromyces marneffei","MMDBm0035696","Talaromyces marneffei","Fungi","Ascomycota",37727,NULL,NULL,NULL,"2021-02-09 16:58:49.881114","2023-03-08 16:37:34.037471","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
35717,"Talaromyces stipitatus","MMDBm0035717","Talaromyces stipitatus","Fungi","Ascomycota",28564,NULL,NULL,NULL,"2021-02-09 16:58:50.484443","2023-03-08 16:37:34.059884","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
36186,"Blastomyces dermatitidis","MMDBm0036186","NULL","Fungi","Ascomycota",5039,NULL,NULL,NULL,"2021-02-09 16:59:05.887795","2023-03-08 16:37:29.161318","Eurotiomycetes","Onygenales","Ajellomycetaceae","Blastomyces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
36349,"Microsporum canis","MMDBm0036349","NULL","Fungi","Ascomycota",63405,NULL,NULL,NULL,"2021-02-09 16:59:11.448511","2023-03-08 16:37:31.752335","Eurotiomycetes","Onygenales","Arthrodermataceae","Microsporum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
36424,"Trichophyton rubrum","MMDBm0036424","NULL","Fungi","Ascomycota",5551,NULL,NULL,NULL,"2021-02-09 16:59:13.909727","2023-03-08 16:37:34.493699","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
36805,"Uncinocarpus reesii","MMDBm0036805","NULL","Fungi","Ascomycota",33188,NULL,NULL,NULL,"2021-02-09 16:59:26.973094","2023-03-08 16:37:34.601334","Eurotiomycetes","Onygenales","Onygenaceae","Uncinocarpus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
37030,"Paracoccidioides brasiliensis","MMDBm0037030","NULL","Fungi","Ascomycota",121759,NULL,NULL,NULL,"2021-02-09 16:59:34.862955","2023-03-08 16:37:32.310221","Eurotiomycetes","Onygenales","NULL","Paracoccidioides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
37034,"Paracoccidioides lutzii","MMDBm0037034","NULL","Fungi","Ascomycota",1048829,NULL,NULL,NULL,"2021-02-09 16:59:34.994111","2023-03-08 16:37:32.336810","Eurotiomycetes","Onygenales","NULL","Paracoccidioides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
47019,"Hesperomyces coleomegillae","MMDBm0047019",NULL,"Fungi","Ascomycota",1431700,NULL,NULL,NULL,"2021-02-09 17:06:08.678387","2023-03-08 16:37:30.906612","Laboulbeniomycetes","Laboulbeniales","Laboulbeniaceae","Hesperomyces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
47398,"Erysiphe necator","MMDBm0047398","NULL","Fungi","Ascomycota",52586,NULL,NULL,NULL,"2021-02-09 17:06:22.828674","2023-03-08 16:37:30.184267","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
48944,"Glarea lozoyensis","MMDBm0048944","NULL","Fungi","Ascomycota",101852,NULL,NULL,NULL,"2021-02-09 17:07:27.494924","2023-03-08 16:37:30.738947","Leotiomycetes","Helotiales","Helotiaceae","Glarea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
50071,"Phialocephala subalpina","MMDBm0050071","NULL","Fungi","Ascomycota",576137,NULL,NULL,NULL,"2021-02-09 17:08:12.061868","2023-03-08 16:37:32.715650","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
50128,"Phialocephala scopiformis","MMDBm0050128","NULL","Fungi","Ascomycota",149040,NULL,NULL,NULL,"2021-02-09 17:08:14.329521","2023-03-08 16:37:32.694458","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
50477,"Botrytis cinerea","MMDBm0050477","Botrytis cinerea","Fungi","Ascomycota",40559,NULL,NULL,NULL,"2021-02-09 17:08:28.842226","2023-03-08 16:37:29.182688","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
50749,"Sclerotinia sclerotiorum","MMDBm0050749","Sclerotinia sclerotiorum","Fungi","Ascomycota",5180,NULL,NULL,NULL,"2021-02-09 17:08:40.507270","2023-03-08 16:37:33.581990","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
54817,"Colletotrichum fioriniae","MMDBm0054817","NULL","Fungi","Ascomycota",710243,NULL,NULL,NULL,"2021-02-09 17:11:32.310892","2023-03-08 16:37:29.629409","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
54929,"Colletotrichum higginsianum","MMDBm0054929","NULL","Fungi","Ascomycota",80884,NULL,NULL,NULL,"2021-02-09 17:11:37.375166","2023-03-08 16:37:29.714175","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
54967,"Colletotrichum gloeosporioides","MMDBm0054967","Colletotrichum gloeosporioides","Fungi","Ascomycota",474922,NULL,NULL,NULL,"2021-02-09 17:11:38.857230","2023-03-08 16:37:29.703812","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
56928,"Verticillium","MMDBm0056928",NULL,"Fungi","Ascomycota",1036719,NULL,NULL,NULL,"2021-02-09 17:13:05.816519","2023-03-08 16:37:34.720175","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
56929,"Verticillium albo-atrum","MMDBm0056929","Verticillium albo-atrum","Fungi","Ascomycota",27335,NULL,NULL,NULL,"2021-02-09 17:13:05.853987","2023-03-08 16:37:34.737392","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
56934,"Verticillium dahliae","MMDBm0056934","Verticillium dahliae","Fungi","Ascomycota",27337,NULL,NULL,NULL,"2021-02-09 17:13:06.102405","2023-03-08 16:37:34.785391","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
58014,"Claviceps purpurea","MMDBm0058014","Claviceps purpurea","Fungi","Ascomycota",5111,NULL,NULL,NULL,"2021-02-09 17:13:52.411895","2023-03-08 16:37:29.588670","Sordariomycetes","Hypocreales","Clavicipitaceae","Claviceps",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
58371,"Metarhizium majus","MMDBm0058371","NULL","Fungi","Ascomycota",1650735,NULL,NULL,NULL,"2021-02-09 17:14:07.762248","2023-03-08 16:37:31.668231","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
59667,"Parengyodontium album","MMDBm0059667","NULL","Fungi","Ascomycota",37998,NULL,NULL,NULL,"2021-02-09 17:15:08.722111","2023-03-08 16:37:32.385182","Sordariomycetes","Hypocreales","Cordycipitaceae","Parengyodontium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
60146,"Hypomyces aurantius","MMDBm0060146","NULL","Fungi","Ascomycota",29852,NULL,NULL,NULL,"2021-02-09 17:15:36.209649","2023-03-08 16:37:31.013481","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
60314,"Trichoderma atroviride","MMDBm0060314","Trichoderma atroviride","Fungi","Ascomycota",63577,NULL,NULL,NULL,"2021-02-09 17:15:43.331836","2023-03-08 16:37:34.382571","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
60409,"Trichoderma gamsii","MMDBm0060409","NULL","Fungi","Ascomycota",398673,NULL,NULL,NULL,"2021-02-09 17:15:47.444516","2023-03-08 16:37:34.409291","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
60570,"Trichoderma reesei","MMDBm0060570","Trichoderma reesei","Fungi","Ascomycota",51453,NULL,NULL,NULL,"2021-02-09 17:15:54.520857","2023-03-08 16:37:34.448983","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
63249,"Fusarium babinda","MMDBm0063249","NULL","Fungi","Ascomycota",48486,NULL,NULL,NULL,"2021-02-09 17:17:59.433210","2023-03-08 16:37:30.445950","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
63397,"Fusarium fujikuroi","MMDBm0063397","Fusarium fujikuroi","Fungi","Ascomycota",5127,NULL,NULL,NULL,"2021-02-09 17:18:06.938911","2023-03-08 16:37:30.523040","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
63417,"Fusarium proliferatum","MMDBm0063417","Fusarium proliferatum","Fungi","Ascomycota",948311,NULL,NULL,NULL,"2021-02-09 17:18:08.142909","2023-03-08 16:37:30.670449","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
63437,"Fusarium verticillioides","MMDBm0063437","Fusarium verticillioides","Fungi","Ascomycota",117187,NULL,NULL,NULL,"2021-02-09 17:18:09.560970","2023-03-08 16:37:30.702145","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eukaryota",NULL,NULL,NULL,NULL,1,NULL,2555,NULL,NULL
